type priority daystoresolve
bug 4 1.6595949074305554
bug 4 72.95785879633101
bug 4 0.8158912037152777
subtask 4 0.10206018518518518
bug 4 0.007141203703703703
improvement 2 0.2836574074074074
newfeature 3 203.9304166666782
bug 3 0.3794212962962963
bug 3 0.0014930555555555556
improvement 3 7.932916666678241
improvement 3 11.31053240738426
improvement 3 0.5987268518634259
bug 3 0.19571759259259258
bug 3 0.0012847222222222223
bug 3 0.0012268518518518518
improvement 3 86.29471064817129
bug 3 0.7680671296412036
improvement 3 138.98990740739583
improvement 3 0.03491898148148148
improvement 3 103.75363425924768
improvement 3 12.835138888877315
bug 3 11.991608796273148
newfeature 3 64.76812499994213
bug 3 3.3180324074537033
bug 3 3.472222222222222e-05
bug 3 3.0185879629166665
improvement 3 57.71557870371528
bug 3 0.3857291666666667
bug 3 0.11894675925925927
bug 3 0.8508101851967592
bug 3 1.8540277778009258
improvement 3 0.0002662037037037037
bug 3 6.607974537025463
improvement 3 0.0011921296296296296
bug 3 50.356666666678244
improvement 3 125.88886574074074
bug 4 0.22881944444444444
bug 4 11.996909722199074
bug 4 11.705057870347222
bug 4 0.08755787037037037
bug 4 4.911365740717592
improvement 4 6.617581018518519
improvement 4 55.91837962962963
improvement 4 68.92504629628472
improvement 4 153.21341435184027
newfeature 4 6.015648148136574
improvement 4 161.0520949074074
subtask 4 180.9087152777662
bug 2 0.004768518518518518
improvement 2 32.870682870347224
improvement 2 0.7645023148263889
bug 2 1.1196064814930555
bug 2 1.7607407407638886
bug 2 0.4084837962962963
improvement 3 16.34582175928241
improvement 3 7.278611111111111
newfeature 3 7.0744444444444445
bug 3 4.955416666643519
improvement 3 8.262615740752315
newfeature 3 33.40670138886574
newfeature 3 271.78481481480327
bug 3 0.025868055555555554
bug 3 0.761875000011574
bug 3 0.006967592592592593
improvement 3 0.009756944444444445
improvement 3 9.22634259261574
bug 3 0.3671527777777778
bug 3 0.007476851851851852
newfeature 3 8.893391203715279
newfeature 3 183.16505787038196
improvement 3 183.1281597222338
improvement 3 1.2507986111226852
improvement 3 47.08853009256944
bug 3 0.6017013888888889
improvement 3 0.6187384259375001
newfeature 3 20.5328240740625
bug 3 1.1413657407523148
bug 3 0.052349537037037035
improvement 3 4.0512847221875
improvement 4 17.36857638892361
bug 4 57.43127314817129
bug 4 42.390081018518515
improvement 4 153.32181712961804
improvement 4 322.51951388888887
bug 4 0.014155092592592592
bug 4 0.5785069444560185
improvement 4 3.0321064815162035
improvement 4 19.87423611109954
bug 4 0.021388888888888888
bug 4 5.2907754629398145
bug 4 7.151331018518518
improvement 4 146.94224537037036
improvement 4 0.0030671296296296297
bug 4 152.8234027777662
bug 2 100.82589120373844
bug 2 0.03519675925925926
bug 2 0.3797800925925926
bug 2 1.963437500023148
bug 2 108.1357754629977
bug 3 0.18902777777777777
bug 3 0.7653587963078703
improvement 3 21.269467592592594
improvement 3 77.27149305555555
bug 3 0.1454976851851852
bug 3 6.451597222210648
improvement 3 13.850625
newfeature 3 43.543796296238426
improvement 3 4.361759259224537
improvement 3 0.1779513888888889
bug 3 0.2634837963078704
improvement 3 0.5596064814930556
bug 3 0.0002662037037037037
bug 3 4.361724537002314
improvement 3 15.14254629630787
bug 3 20.797037037037036
improvement 3 160.42811342591435
bug 3 36.918275462974535
bug 3 0.30488425927083335
bug 3 4.6296296296296294e-05
bug 3 0.90625
bug 3 8.991805555578704
bug 3 93.00206018520832
bug 3 0.11827546296296296
newfeature 3 47.83355324072917
newfeature 3 47.83394675924769
improvement 3 0.21090277777777777
bug 3 0.37721064814814814
improvement 3 2.6640277778125
improvement 3 9.15021990744213
bug 3 3.8850347221874997
bug 3 1.0669675926041666
bug 4 0.0724074074074074
bug 4 0.18619212962962964
newfeature 4 0.1095949074074074
improvement 4 12.380428240717592
improvement 4 160.30146990739584
bug 4 0.7264814814120371
improvement 4 2.517731481423611
improvement 4 45.12157407402778
newfeature 4 25.582905092557873
improvement 4 8.301782407418981
newfeature 4 9.483819444398147
bug 2 0.4393287037037037
bug 2 18.94263888886574
bug 2 2.517604166689815
bug 3 1.3089583333449073
bug 3 0.18993055555555555
bug 3 0.002395833333333333
newfeature 3 39.95156249997685
improvement 3 48.98668981481482
bug 3 0.11894675925925927
bug 3 0.17332175925925927
bug 3 0.7314930555671296
bug 3 0.1244212962962963
improvement 3 0.13038194444444445
task 3 6.457893518506944
bug 3 0.0004398148148148148
bug 3 2.7739236110648147
bug 3 2.3836342592013886
question 3 26.38101851849537
newfeature 3 185.4284027777315
bug 3 5.126608796273148
bug 3 0.0032060185185185186
newfeature 3 0.0421412037037037
improvement 3 3.472222222222222e-05
improvement 3 21.00318287037037
improvement 4 0.17769675925925926
improvement 4 45.36351851847222
bug 4 41.07607638887732
improvement 5 0.015300925925925926
bug 3 0.5454398148148148
newfeature 3 113.06828703704862
bug 3 0.017511574074074075
bug 3 0.00019675925925925926
improvement 2 1.0580787037152777
improvement 3 0.022372685185185186
bug 3 0.007233796296296296
improvement 3 0.006805555555555555
bug 3 1.2104745370601853
bug 3 0.3987731481481481
bug 3 4.6296296296296294e-05
bug 3 5.546689814803241
bug 3 0.7274768518634259
bug 3 0.5677777777893519
bug 3 0.00375
bug 2 0.002002314814814815
bug 2 0.06344907407407407
bug 3 0.0015972222222222223
bug 3 0.018796296296296297
bug 3 0.06777777777777778
bug 3 0.18877314814814813
bug 3 4.606053240717593
bug 3 0.032164351851851854
improvement 3 0.20554398148148148
bug 3 0.0024537037037037036
bug 3 0.8334722222337962
bug 3 0.0025694444444444445
bug 3 0.0016550925925925926
bug 4 23.875486111064813
bug 2 0.4441203703703704
bug 3 0.5367361111111111
bug 3 6.944444444444444e-05
bug 3 100.00625000002316
bug 4 9.166539351875
bug 3 0.01025462962962963
bug 3 21.248692129629628
bug 5 0.054293981481481485
improvement 2 1.0580787037152777
bug 2 14.566782407418982
newfeature 2 114.13836805557871
bug 3 0.27653935185185186
improvement 3 0.022372685185185186
bug 3 6.017037037025463
improvement 3 4.867557870347222
newfeature 3 4.722013888865741
bug 3 0.007233796296296296
improvement 3 0.006805555555555555
improvement 3 6.66068287037037
improvement 3 6.380613425914352
bug 3 0.3461805555671296
bug 3 0.2148263888888889
bug 3 0.863599537048611
bug 3 100.00625000002316
improvement 3 93.03237268520833
bug 3 1.2104745370601853
bug 3 0.3987731481481481
bug 3 0.007604166666666667
bug 3 4.6296296296296294e-05
improvement 3 0.0005439814814814814
newfeature 3 137.35537037033563
improvement 3 9.686886574027778
bug 3 33.295127314791664
newfeature 3 65.60630787040509
bug 3 5.546689814803241
improvement 3 13.579375
bug 3 0.7274768518634259
bug 3 0.5677777777893519
bug 3 0.00375
improvement 3 3.8899652778240736
bug 3 11.918310185162037
bug 3 12.790925925914351
improvement 3 5.809675925914352
task 3 7.058449074074074
improvement 4 0.13302083333333334
improvement 4 9.626446759282407
improvement 5 152.80212962961807
bug 5 111.66532407407408
bug 2 0.002002314814814815
bug 2 0.0043055555555555555
bug 2 1.0869907407523147
bug 2 0.1257638888888889
bug 2 0.06344907407407407
bug 2 69.28134259258101
bug 3 0.18877314814814813
bug 3 0.0025694444444444445
bug 3 0.0016550925925925926
bug 3 0.00030092592592592595
bug 3 0.00037037037037037035
improvement 3 0.04900462962962963
improvement 3 0.01324074074074074
bug 3 0.0005092592592592592
bug 3 6.888657407407408
improvement 3 1.1519791666782406
bug 3 0.0025462962962962965
bug 3 0.058194444444444444
bug 3 0.0015972222222222223
bug 3 0.018796296296296297
improvement 3 0.00016203703703703703
newfeature 3 14.711516203715277
improvement 3 14.947268518530093
subtask 3 14.161643518518519
subtask 3 1.0671412037152777
subtask 3 0.18008101851851852
bug 3 22.106759259270834
bug 3 145.31491898145833
bug 3 35.33703703704861
newfeature 3 105.99252314815972
bug 3 144.53577546292823
improvement 3 45.14873842587963
bug 3 108.85274305552082
bug 3 224.8799768518634
improvement 3 32.10831018523148
improvement 3 377.81939814814814
improvement 3 120.74307870372685
improvement 3 37.50006944446759
newfeature 3 92.98008101854167
bug 3 214.85577546293982
improvement 3 28.298252314814814
improvement 3 164.37937499996528
bug 4 0.40318287037037037
newfeature 4 1.349548611122685
improvement 4 13.024687499988426
question 4 271.83133101850694
improvement 4 97.82671296296296
improvement 4 83.00724537035879
bug 2 0.4441203703703704
bug 3 0.06777777777777778
bug 3 13.879918981481481
bug 3 0.18486111111111111
bug 3 6.944444444444444e-05
improvement 3 5.516504629606481
bug 3 0.08909722222222222
bug 3 0.17828703703703705
bug 3 7.244236111111111
improvement 3 1.9031712963194443
improvement 3 0.0015509259259259259
bug 3 0.032164351851851854
improvement 3 0.12107638888888889
bug 3 13.014143518506945
improvement 3 0.20554398148148148
bug 3 5.106805555532407
bug 3 0.08415509259259259
bug 3 0.0024537037037037036
bug 3 0.12585648148148149
bug 3 1.0850694444560185
bug 3 0.8334722222337962
bug 3 33.28785879627315
bug 3 27.69796296296296
bug 3 30.63303240734954
task 3 55.98050925925926
newfeature 3 48.914039351851855
bug 3 54.32728009256945
improvement 3 126.05707175925926
improvement 3 364.42123842592594
improvement 3 49.04700231481481
bug 3 115.09280092596066
bug 4 0.038599537037037036
bug 4 0.023078703703703702
bug 4 0.3838888888888889
bug 4 0.26037037037037036
bug 4 0.012800925925925926
bug 4 23.875486111064813
improvement 4 8.812430555497684
newfeature 4 1.9615393517939814
newfeature 4 15.078900462974538
improvement 4 267.0958217592708
bug 4 50.80828703706018
newfeature 5 0.2576967592592593
improvement 5 0.005451388888888889
improvement 5 0.05761574074074074
bug 5 49.26668981481482
improvement 5 249.0041435184838
newfeature 1 50.65067129631944
bug 2 20.83103009259259
bug 3 0.007523148148148148
bug 3 0.055405092592592596
improvement 3 0.526087962962963
bug 3 0.016655092592592593
bug 3 3.527546296261574
bug 3 0.4312847222337963
newfeature 3 0.6325231481597222
bug 3 0.04306712962962963
bug 3 0.5367361111111111
bug 3 0.00837962962962963
newfeature 3 11.823333333310185
bug 3 0.2242824074074074
bug 3 5.833055555543981
improvement 3 0.7592939814930555
bug 3 1.0283680555671295
bug 3 8.988518518541667
improvement 3 11.779953703668982
newfeature 3 16.063368055578703
bug 3 17.956273148113425
newfeature 3 20.096793981469908
improvement 3 41.24903935184028
improvement 3 76.23821759258101
task 3 125.62041666666667
newfeature 3 313.8426041666551
newfeature 3 336.33050925925926
task 3 294.69750000001153
newfeature 3 357.27181712962965
improvement 4 2.0013194444675926
improvement 4 2.003148148171296
improvement 4 2.9956018518055556
bug 4 0.11274305555555555
newfeature 4 0.049930555555555554
improvement 4 196.75629629630785
improvement 4 202.52277777777778
improvement 4 8.62197916667824
bug 4 9.166539351875
newfeature 4 12.707442129618055
improvement 4 368.94803240738423
improvement 5 11.730613425902778
bug 3 0.850162037048611
bug 3 0.13656250001157408
bug 3 0.08297453703703704
bug 3 0.29125
improvement 3 2.0534027778009256
bug 3 2.012245370393518
bug 3 0.1814814814814815
improvement 3 1.9828587963194444
bug 3 0.20651620370370372
bug 3 5.1551157407175925
bug 3 0.05863425925925926
bug 3 5.92682870369213
bug 3 0.3605555555555556
task 3 3.9123495370023145
improvement 3 2.095138888912037
bug 3 0.03936342592592593
bug 3 9.987430555590278
bug 3 9.936990740775464
improvement 3 11.242928240706018
bug 3 5.909895833321759
improvement 3 8.385706018530092
bug 3 17.2087152778125
improvement 3 17.385995370405094
bug 3 27.019837962951392
newfeature 3 29.149814814826385
improvement 3 26.143923611087963
question 3 67.92586805552084
bug 3 87.16645833328704
improvement 3 97.37987268518519
bug 3 265.9275347222222
newfeature 3 302.09803240741894
improvement 3 170.40673611106482
bug 3 94.01431712966435
improvement 3 255.99393518515046
bug 4 0.17206018518518518
improvement 4 0.6226736111111111
bug 4 0.6495949074074074
bug 4 0.08628472222222222
improvement 5 0.19295138888888888
bug 2 2.8324537036574076
bug 2 0.38072916667824075
improvement 2 0.5077777777777778
bug 2 23.45075231476852
bug 2 25.648275462939814
bug 3 116.51564814819443
bug 3 0.010104166666666666
task 3 0.8913194444560184
bug 3 0.01025462962962963
bug 3 0.1016087962962963
question 3 0.7977083333449073
bug 3 4.074409722268518
task 3 3.0503009259606486
improvement 3 1.1092129629745369
bug 3 3.239351851805556
newfeature 3 6.312581018518519
improvement 3 0.08146990740740741
bug 3 8.329664351863427
bug 3 0.0068865740740740745
bug 3 0.4816898148263889
improvement 3 12.521805555543981
improvement 3 0.8007407407523147
bug 3 10.584571759212963
bug 3 21.651562500011575
bug 3 19.894062499988426
bug 3 25.25372685181713
bug 3 21.248692129629628
bug 3 30.274351851875
improvement 3 36.23542824075231
improvement 3 41.997071759259256
bug 3 42.62590277778935
bug 3 92.76303240743054
improvement 3 98.21064814814815
improvement 3 266.28263888888887
improvement 3 463.0145254629745
improvement 3 261.69405092596065
bug 3 127.21381944445602
improvement 3 157.33451388892362
bug 4 0.035787037037037034
improvement 4 0.9329861111226851
improvement 4 0.012106481481481482
improvement 4 13.628344907407408
bug 4 41.18237268517361
bug 4 204.1834143518634
bug 4 193.8499421296065
bug 5 0.054293981481481485
improvement 5 0.6927199074189815
bug 2 1.0359027777893517
bug 3 0.4066666666666667
task 3 0.04203703703703704
improvement 3 0.006666666666666667
improvement 3 0.8786689814930555
bug 3 2.97596064818287
bug 3 2.73283564818287
bug 3 0.011793981481481482
bug 3 2.017060185208333
bug 3 0.30203703703703705
improvement 3 1.8830787036342593
bug 3 0.016585648148148148
bug 3 2.839756944398148
improvement 3 5.248321759236111
bug 3 6.901701388888889
improvement 3 3.258622685138889
bug 3 10.305289351886575
task 3 21.06866898148148
improvement 3 21.069375
bug 3 21.03670138888889
improvement 3 24.89571759263889
bug 3 26.425752314791666
bug 3 30.699837962986113
improvement 3 29.444664351863423
improvement 3 29.285636574085647
improvement 3 29.18638888890046
bug 4 3.630254629594907
bug 4 7.870694444456019
improvement 4 19.250810185162038
bug 4 465.44210648151625
bug 3 0.9464236111226851
bug 3 0.7931134259374999
bug 3 0.04790509259259259
bug 3 1.8207407407638887
bug 3 0.08121527777777778
bug 3 0.22034722222222222
question 3 2.5961574074305553
improvement 3 1.898263888912037
improvement 3 1.5788310185300927
newfeature 3 0.007337962962962963
improvement 3 0.03210648148148148
bug 3 0.28743055556712965
improvement 3 0.034375
improvement 3 2.386516203738426
bug 3 4.0752777777430556
bug 3 4.194988425902777
bug 3 0.9201157407523147
bug 3 3.4897106481134257
bug 3 4.107361111168982
bug 3 15.244722222233797
improvement 3 16.08421296298611
improvement 3 31.117233796331018
improvement 3 31.05190972225694
improvement 3 36.08314814815972
improvement 3 37.25518518520833
improvement 3 35.11328703703704
improvement 3 47.63667824072917
newfeature 3 191.12646990743056
improvement 4 1.1580555555671295
bug 4 0.9060185185300925
improvement 4 15.869120370393519
bug 4 141.73052083335648
improvement 2 0.002523148148148148
bug 2 0.8621296295601851
newfeature 2 319.62091435181713
question 3 0.0016782407407407408
bug 3 0.3374884259375
improvement 3 0.08065972222222222
bug 3 0.0008449074074074074
newfeature 3 0.0015509259259259259
bug 3 0.12171296296296297
bug 3 0.11041666666666666
bug 3 0.008194444444444445
bug 3 0.08201388888888889
bug 3 0.000462962962962963
bug 3 0.7487500000115741
bug 3 0.741099537037037
improvement 3 1.5227777777083336
bug 3 3.012847222175926
bug 3 3.173009259212963
bug 3 3.076342592546297
bug 3 2.482245370324074
improvement 3 4.829363425902778
improvement 3 11.776724537013889
subtask 3 11.772361111087962
bug 3 12.423113425995371
bug 3 21.153541666666666
bug 3 22.153750000011573
improvement 3 39.28437499996528
bug 4 1.2201388888194444
improvement 5 3.041435185138889
bug 3 0.0004166666666666667
bug 3 0.00974537037037037
bug 3 0.053738425925925926
bug 3 0.09715277777777778
bug 3 0.7988310185300925
bug 3 0.7896643518634259
task 3 13.939884259259259
newfeature 3 33.20156249997685
bug 3 3.973506944409722
bug 3 0.2425
improvement 3 0.07277777777777777
bug 3 7.095243055555556
bug 3 0.005694444444444445
bug 3 0.7254976851967593
bug 3 5.646874999976852
bug 3 11.509791666631944
bug 3 22.84961805548611
improvement 3 27.37199074072917
bug 1 0.000462962962962963
bug 2 0.2282986111111111
bug 3 0.04545138888888889
bug 3 0.0019675925925925924
improvement 3 3.592361111145834
bug 3 0.0008101851851851852
bug 3 1.785219907349537
bug 3 0.0821875
improvement 3 17.375300925972223
bug 3 3.472222222222222e-05
bug 3 0.002337962962962963
bug 3 0.02991898148148148
bug 3 0.001990740740740741
bug 3 0.00042824074074074075
bug 4 9.499386574097223
bug 4 22.975625000023147
bug 3 0.040810185185185185
bug 3 0.08605324074074074
improvement 3 16.188726851875
bug 3 55.59861111111111
bug 3 0.0007754629629629629
improvement 3 9.515636574108797
bug 3 29.80188657409722
improvement 3 34.914722222222224
improvement 4 5.942974537025463
newfeature 4 24.944201388935184
bug 4 18.764004629606482
bug 5 0.007418981481481481
bug 2 80.65468749995371
bug 3 9.968981481435184
bug 3 2.8719444444791664
bug 3 33.982939814803245
improvement 3 74.88877314812501
bug 4 100.2668055554977
bug 4 199.29650462966433
bug 5 0.003611111111111111
bug 5 0.006412037037037037
bug 3 0.17631944444444445
bug 3 0.003981481481481482
bug 3 0.0014699074074074074
bug 4 0.005821759259259259
improvement 3 41.93459490740741
bug 3 0.32519675918981483
bug 3 0.0865162037037037
bug 3 52.10649305550926
bug 4 0.11006944444444444
bug 1 0.000462962962962963
bug 2 0.2282986111111111
bug 2 0.045023148148148145
bug 2 80.65468749995371
bug 3 168.1295949074074
