type priority daystoresolve
bug 3 0.040810185185185185
bug 3 0.08605324074074074
bug 3 0.04545138888888889
bug 3 0.07543981481481482
bug 3 0.0019675925925925924
bug 3 7.906585648159722
improvement 3 0.6656712963078704
bug 3 0.8833449074189814
improvement 3 3.592361111145834
bug 3 0.0008101851851851852
bug 3 1.785219907349537
bug 3 0.0821875
improvement 3 16.188726851875
bug 3 7.029710648148148
bug 3 3.973506944409722
bug 3 0.2425
bug 3 16.014166666689814
improvement 3 17.375300925972223
improvement 3 0.07277777777777777
bug 3 7.095243055555556
bug 3 0.005694444444444445
bug 3 3.4665509258912035
bug 3 0.2204861111111111
improvement 3 0.009837962962962963
bug 3 3.472222222222222e-05
bug 3 0.07280092592592592
bug 3 0.21765046297453705
bug 3 1.590925925949074
improvement 3 9.515636574108797
bug 3 0.002337962962962963
bug 3 0.001990740740740741
bug 3 0.00042824074074074075
improvement 3 27.906087962962964
bug 3 0.7254976851967593
bug 3 0.1798958333449074
newfeature 3 0.006805555555555555
bug 3 5.646874999976852
bug 3 11.509791666631944
improvement 3 20.680613425914352
bug 3 13.882534722222223
improvement 3 34.914722222222224
bug 3 25.23607638885417
improvement 3 27.37199074072917
newfeature 3 40.31916666664352
improvement 3 63.4624884259375
improvement 3 55.43379629628472
bug 3 84.25341435186343
newfeature 3 143.40504629633102
improvement 4 8.240509259270834
bug 4 9.499386574097223
improvement 4 5.942974537025463
newfeature 4 24.944201388935184
bug 4 11.004456018483795
bug 4 22.975625000023147
improvement 4 0.00038194444444444446
bug 4 0.2968634259375
bug 4 0.001736111111111111
bug 4 18.764004629606482
improvement 4 38.25934027782407
bug 4 55.476550925914346
bug 4 154.03872685185186
newfeature 5 9.443414351875001
bug 5 4.685289351828703
bug 3 0.0028125
improvement 3 96.85591435184027
bug 3 1.9962847222453701
improvement 3 0.7677546296296296
bug 3 5.3132870370949075
bug 3 7.253958333333333
bug 3 0.4440046296412037
bug 3 3.0739699073611115
bug 3 12.086377314791667
bug 3 0.9051157407523147
improvement 3 3.439618055520833
improvement 3 8.56861111105324
improvement 3 33.496574074050926
improvement 3 46.971874999976855
bug 3 55.59861111111111
improvement 3 51.09677083335647
improvement 3 0.9262962963078702
bug 3 33.982939814803245
improvement 3 0.14969907407407407
improvement 3 0.011226851851851852
improvement 3 0.0002314814814814815
improvement 3 1.1733796296412036
bug 3 1.2561458332638888
bug 3 0.7595486111111112
bug 3 0.0815162037037037
bug 3 0.0007754629629629629
bug 3 0.35251157408564815
bug 3 24.96107638885417
improvement 3 9.642013888842593
bug 3 24.000486111145833
improvement 3 21.599155092592593
bug 3 29.80188657409722
improvement 3 74.88877314812501
question 3 72.13013888891203
newfeature 3 76.34881944444444
bug 3 86.30420138891203
improvement 3 78.18753472223379
improvement 3 140.7512847222338
bug 3 172.5104745370949
bug 3 174.08609953702546
bug 4 27.132835648136577
bug 4 0.08533564814814815
bug 4 0.05498842592592593
improvement 4 2.979282407361111
bug 4 0.01875
improvement 4 49.64292824075232
bug 4 0.021203703703703704
bug 4 3.01973379625
bug 4 14.980335648159722
improvement 4 27.932037037037038
bug 4 49.542800925937506
bug 5 0.003611111111111111
bug 5 0.006412037037037037
bug 5 0.007418981481481481
bug 2 18.45483796292824
bug 3 9.968981481435184
improvement 3 0.02091435185185185
improvement 3 0.0013078703703703703
bug 3 5.812638888865741
bug 3 2.8719444444791664
bug 3 2.5522916666898148
bug 3 1.1223148148263888
bug 3 0.5693634258564815
bug 3 0.001990740740740741
improvement 3 0.0001273148148148148
bug 3 1.8819097222453702
improvement 3 41.93459490740741
bug 3 4.265381944409722
bug 3 14.380000000011574
bug 3 14.986516203715277
bug 3 35.12983796296297
bug 3 84.03143518518519
bug 3 0.0865162037037037
bug 3 0.9995717592708333
bug 3 8.874872685208334
bug 3 4.259398148124999
newfeature 3 12.770763888877315
bug 3 5.093518518495371
bug 3 0.0024074074074074076
bug 3 8.226932870381944
bug 3 0.45601851851851855
bug 3 12.950543981469908
bug 3 0.03895833333333333
subtask 3 1.077361111122685
bug 3 0.0043055555555555555
newfeature 3 1.0428935185300925
improvement 3 7.0303125
bug 3 0.004201388888888889
improvement 3 22.573668981493057
bug 3 0.01633101851851852
bug 3 11.160081018483796
bug 3 12.436192129618055
bug 3 36.88975694446759
bug 3 55.24196759258101
task 3 90.78206018518519
bug 3 175.36436342592592
improvement 3 232.4523495370486
improvement 3 367.50246527781246
newfeature 4 336.55799768519677
bug 4 0.045578703703703705
bug 4 3.5103472222569447
bug 4 1.7080208333449074
bug 4 17.350150462997686
bug 4 57.13763888890047
bug 4 3.1609143518865745
improvement 4 9.212997685208334
improvement 4 22.952430555578704
bug 4 7.680995370381945
improvement 4 50.13707175927084
improvement 4 50.980879629652776
bug 4 100.2668055554977
improvement 4 145.89535879627314
bug 4 199.29650462966433
bug 4 277.0921875000463
improvement 5 0.8651620369675925
improvement 5 56.38166666667824
bug 3 7.223668981493056
bug 3 16.96785879625
bug 3 0.5100925925925925
improvement 3 0.017280092592592593
bug 3 0.13412037037037036
bug 3 0.09224537037037037
improvement 3 0.0030902777777777777
bug 3 8.355740740763888
bug 3 23.73846064818287
bug 3 36.07091435186342
improvement 3 81.35944444450232
bug 3 96.15312499997685
bug 3 0.32519675918981483
improvement 3 1.868136574097222
bug 3 11.506238425972223
bug 3 16.83959490744213
bug 3 28.046863425925928
bug 3 34.59765046296296
bug 3 34.23964120369213
bug 3 41.16515046295139
improvement 3 41.59159722222222
bug 3 67.03510416663195
improvement 3 83.09638888887731
newfeature 3 104.41624999998842
improvement 3 476.20677083333334
improvement 3 270.9200347221991
bug 4 63.389837962962964
bug 4 0.11006944444444444
improvement 4 3.9135069443981485
bug 4 15.741388888900463
bug 4 33.04290509256944
bug 4 83.86341435184028
improvement 4 158.1576273147801
question 3 23.632037037060186
bug 3 0.2561574074074074
bug 3 2.1486574074305556
bug 3 0.014421296307870372
bug 3 0.6434027777777778
bug 3 0.2401620369675926
bug 3 0.002662037037037037
bug 3 0.0018981481481481482
bug 3 21.13394675925926
bug 3 16.451400462997686
improvement 3 58.49916666668981
newfeature 3 61.95760416665509
bug 3 78.43745370372685
improvement 3 84.30942129629629
bug 3 61.52055555554398
improvement 3 138.61630787035878
improvement 3 0.016562500011574076
bug 3 0.4824189814814815
bug 3 1.815451388912037
bug 3 0.09391203703703704
bug 3 5.9074421296180555
improvement 3 0.0025925925925925925
bug 3 2.8286805555092593
bug 3 28.367199074085647
bug 3 20.20924768517361
bug 3 52.18519675929398
newfeature 3 32.1831944444213
bug 3 43.13241898149305
improvement 3 77.13197916666667
improvement 3 126.77341435185186
improvement 3 167.25450231480323
improvement 3 341.72973379636574
improvement 4 0.41563657408564814
question 4 0.0021643518518518518
improvement 4 6.256967592581018
bug 4 17.274965277812502
bug 4 0.0008333333333333334
improvement 4 54.314259259247684
bug 4 55.66524305555556
improvement 4 59.46937499996528
bug 4 116.53250000005787
improvement 4 83.07615740739583
improvement 4 385.2567939814815
improvement 4 355.3781365740509
bug 5 0.012546296296296297
improvement 5 0.021076388888888888
bug 5 49.583506944444444
bug 1 6.197071759328704
bug 1 99.70586805556714
bug 2 4.30296296292824
improvement 2 166.90604166665509
question 3 0.12454861111111111
bug 3 2.4842939815046297
improvement 3 0.0007175925925925926
bug 3 2.090891203726852
bug 3 0.007511574074074074
improvement 3 19.871990740729167
bug 3 0.6244097222337963
bug 3 0.0009606481481481482
bug 3 0.037627314814814815
bug 3 12.243136574050926
bug 3 11.774618055520833
bug 3 24.567719907453704
bug 3 0.10427083333333333
improvement 3 0.46655092592592595
bug 3 14.842812500011574
bug 3 0.009837962962962963
bug 3 1.3715162037268518
bug 3 0.003981481481481482
improvement 3 5.941967592581018
improvement 3 0.0032060185185185186
bug 3 4.818599537013888
improvement 3 0.013055555555555556
improvement 3 23.90344907409722
bug 3 0.21741898148148148
bug 3 5.208194444421296
bug 3 0.007256944444444444
improvement 3 0.008090277777777778
bug 3 6.214918981469907
bug 3 30.05790509261574
bug 3 37.34111111114583
improvement 3 65.40665509261574
bug 3 67.95597222219908
improvement 3 76.43724537037038
bug 3 111.01489583332176
bug 3 23.088252314837963
improvement 3 55.21078703702546
improvement 3 89.16791666664352
bug 3 103.6082291666551
bug 3 113.14769675927083
bug 3 120.23255787039352
bug 3 124.47214120377315
bug 3 104.23658564813657
improvement 3 164.58732638893517
improvement 3 183.0595486111227
improvement 3 292.91700231480326
bug 4 0.8751041666782406
bug 4 2.527696759293981
bug 4 0.1561574074074074
improvement 4 4.448541666643519
improvement 4 0.0002777777777777778
bug 4 3.9259374999652774
bug 4 0.1787962962962963
bug 4 0.018298611111111113
bug 4 0.005821759259259259
bug 4 23.517905092534722
improvement 4 142.24741898150464
improvement 4 43.286782407418976
improvement 4 100.55947916662038
bug 4 112.68903935186343
task 4 180.72040509266202
bug 2 6.674502314803241
bug 2 0.1846412037037037
bug 3 0.004884259259259259
bug 3 2.2282291666898146
bug 3 0.049166666666666664
improvement 3 0.009641203703703704
bug 3 0.8473148148263888
bug 3 3.5960532406944448
bug 3 1.0116087963078704
bug 3 1.1104861111226851
bug 3 0.21893518518518518
bug 3 0.1542476851851852
bug 3 17.158784722256943
bug 3 1.195706018449074
bug 3 0.005324074074074074
bug 3 0.0059953703703703705
bug 3 0.8617129629745369
bug 3 4.941354166643518
bug 3 1.1238888888194445
bug 3 0.012361111111111111
bug 3 0.2374189814814815
bug 3 0.2998495370486111
task 3 88.93879629626157
bug 4 4.226990740706018
bug 4 0.06407407407407407
bug 4 0.025381944444444443
bug 4 0.0014930555555555556
bug 4 0.6787152777893518
bug 4 0.14125
bug 4 3.33321759255787
bug 4 6.042476851840278
bug 4 0.47609953704861113
improvement 4 0.02326388888888889
bug 3 15.80648148150463
bug 3 12.82270833332176
improvement 3 59.58612268523148
bug 3 0.17631944444444445
bug 3 0.00032407407407407406
bug 3 0.23818287037037036
bug 3 0.42783564815972225
bug 3 6.705995370358796
bug 4 13.445509259247686
bug 4 0.0003935185185185185
improvement 4 5.525682870347222
improvement 4 7.874513888900463
bug 5 148.16287037038194
bug 1 0.07368055555555555
bug 2 0.0022685185185185187
bug 3 0.11002314814814815
bug 3 3.272187499953704
bug 3 0.36660879630787035
bug 3 0.033935185185185186
bug 3 28.746226851863423
bug 3 7.330659722222222
improvement 3 111.89793981481482
bug 3 182.00342592592594
improvement 3 220.8021874999653
improvement 4 2.0998379629050925
bug 4 0.0012962962962962963
improvement 4 30.266365740763888
bug 4 36.943958333356484
improvement 3 1.7571643517939814
bug 3 8.03743055556713
bug 3 20.926388888888887
bug 3 16.802615740694446
bug 4 3.168333333287037
bug 4 0.09194444444444444
bug 2 2.8272916666898147
bug 3 0.031828703703703706
improvement 3 0.03173611111111111
improvement 3 91.86212962962964
bug 2 0.7791319444560184
bug 3 0.0028587962962962963
bug 3 0.013935185185185186
bug 3 0.44223379630787035
bug 3 1.0039814814930554
bug 3 0.43885416667824073
bug 3 1.4568055555787036
bug 3 6.997175925925926
bug 3 0.1877199074074074
bug 3 6.065763888877314
bug 3 0.28866898149305553
bug 3 0.14060185186342594
bug 3 6.070659722210648
bug 3 8.626817129641204
bug 3 15.704398148159722
newfeature 4 3.236655092627315
bug 4 13.740162037025463
bug 4 73.04984953707175
bug 3 12.119745370347221
bug 3 15.200393518530092
bug 3 0.15909722222222222
bug 3 0.00880787037037037
bug 3 4.1000694445023145
improvement 3 0.00980324074074074
bug 3 0.5166435185300926
bug 3 0.21778935185185186
bug 3 0.0028472222222222223
bug 3 0.0744675925925926
bug 3 0.5357638888888889
bug 3 20.239918981469906
bug 3 0.06150462962962963
improvement 3 0.0025810185185185185
improvement 3 35.020949074074075
bug 3 90.4580902777662
bug 3 45.21765046299768
bug 3 207.0752314815278
bug 4 0.099375
bug 4 7.013090277777778
bug 4 25.324490740717593
bug 1 50.44543981482639
bug 1 7.0733449074074075
bug 3 4.762604166643518
improvement 3 0.0005324074074074074
bug 3 0.0021180555555555558
improvement 3 0.00011574074074074075
bug 3 0.7966550926041666
bug 3 29.098587962974534
bug 3 7.170520833333334
bug 3 8.860335648171297
improvement 3 122.04552083336806
bug 3 132.00714120369213
bug 4 5.725821759247685
bug 1 0.24598379630787037
bug 1 0.961875000011574
bug 2 62.74107638888889
bug 3 8.862430555578705
bug 3 26.39869212961806
subtask 3 19.019745370347223
bug 3 22.979282407430556
bug 3 0.6769791666782408
bug 1 37.36289351854167
bug 3 1.8765046296527776
bug 3 12.080729166643518
bug 3 0.1670023148148148
improvement 4 1380.204131944456
bug 1 10.94958333329861
bug 2 0.7791319444560184
bug 2 1.068912037048611
bug 2 147.77997685185184
improvement 3 0.0005324074074074074
bug 3 7.275625
bug 3 0.15909722222222222
bug 3 0.00880787037037037
bug 3 0.8966203703819443
improvement 3 2.6171643518749996
improvement 3 0.00980324074074074
improvement 3 0.12532407408564816
bug 3 1.1725694444675927
bug 3 0.5166435185300926
improvement 3 0.009641203703703704
bug 3 0.0028587962962962963
bug 3 0.013935185185185186
bug 3 2.807291666701389
bug 3 0.5515856481481481
bug 3 0.005405092592592592
bug 3 0.0028472222222222223
bug 3 0.0744675925925926
bug 3 10.782395833298612
bug 3 0.5357638888888889
bug 3 0.44223379630787035
bug 3 4.439074074039351
improvement 3 0.0025810185185185185
improvement 3 0.058715277777777776
bug 3 4.113136574039352
bug 3 8.973819444386574
improvement 3 6.3186574073958335
bug 3 1.0039814814930554
improvement 3 1.3755324074305555
bug 3 0.8900925926041666
improvement 3 0.015960648148148147
bug 3 0.43885416667824073
improvement 3 7.167071759259259
bug 3 1.4568055555787036
task 3 0.008923611111111111
improvement 3 21.145925925925926
bug 3 17.616863425891204
bug 3 8.860335648171297
bug 3 6.997175925925926
bug 3 0.8159722222222222
bug 3 27.93119212962963
bug 3 10.173321759212962
bug 3 1.6131250000115742
bug 3 0.1877199074074074
bug 3 6.065763888877314
improvement 3 13.3850115740625
bug 3 0.28866898149305553
improvement 3 13.722523148148149
improvement 3 17.973541666631945
bug 3 0.14060185186342594
improvement 3 0.5344328703703703
bug 3 6.070659722210648
bug 3 8.626817129641204
bug 3 0.0008796296296296296
bug 3 0.3832986111226852
bug 3 35.937939814826386
bug 3 36.430370370381944
bug 3 61.11932870368056
bug 3 58.60582175929398
bug 3 85.19245370371529
bug 3 91.79135416666666
bug 3 94.45877314811342
bug 3 16.021805555578705
improvement 3 10.223680555520833
improvement 3 13.229259259247685
bug 3 9.018564814837964
bug 3 29.254872685196755
bug 3 15.704398148159722
bug 3 0.6117708333333334
improvement 3 35.020949074074075
bug 3 3.8656481481134257
improvement 3 8.067395833344907
bug 3 49.24625
bug 3 43.75086805557871
bug 3 30.797048611134258
bug 3 45.21765046299768
bug 3 44.59256944447917
bug 3 79.49841435188657
bug 3 96.35086805553242
bug 3 109.86637731479166
improvement 3 124.34483796295139
bug 3 140.38207175925925
bug 3 134.86620370372685
improvement 3 132.79015046296297
bug 3 144.1826273147801
improvement 3 135.88289351854166
bug 3 207.0752314815278
bug 3 237.14714120369214
bug 3 241.7555324073727
improvement 3 152.13968749997684
improvement 3 176.5669560185301
bug 3 170.85314814818287
bug 3 307.8884027777778
task 3 252.87893518519675
bug 3 240.55681712957175
bug 3 284.9181018518287
improvement 3 393.1780555555671
improvement 3 365.8401967591898
bug 4 57.30962962964121
newfeature 4 0.10065972222222222
newfeature 4 0.07542824074074074
bug 4 0.0071643518518518514
bug 4 0.099375
bug 4 0.0007175925925925926
bug 4 7.013090277777778
newfeature 4 3.236655092627315
bug 4 0.032164351851851854
improvement 4 3.7054745370023148
bug 4 9.40615740744213
improvement 4 56.16853009259259
question 4 0.13949074074074075
bug 4 13.740162037025463
improvement 4 26.61570601849537
bug 4 47.63858796295139
improvement 4 138.02282407405093
bug 4 74.02962962967592
bug 4 25.324490740717593
improvement 4 11.543692129675927
bug 4 10.8606597221875
bug 4 43.932164351875
improvement 4 15.189062500023148
bug 4 57.422766203715284
bug 4 22.004606481493056
bug 4 50.84449074076388
improvement 4 73.11765046291667
improvement 4 53.136342592557874
bug 4 54.98506944443287
bug 4 74.21326388885417
bug 4 92.2592592592824
bug 4 73.04984953707175
improvement 4 95.49275462959491
bug 4 37.62106481484953
bug 4 215.23646990738425
improvement 4 114.83866898151621
bug 4 214.32306712959493
improvement 4 258.3365277777662
improvement 4 260.9750694444676
improvement 4 294.7776157407523
improvement 4 524.3796296296297
bug 4 507.0589004629977
improvement 5 12.190208333310185
bug 5 1.2599305555671296
bug 5 4.342731481446759
improvement 5 1.9067129629050925
bug 5 0.3218402777777778
improvement 5 6.658715277777778
bug 5 149.89950231484954
improvement 5 122.88858796291667
bug 5 141.88733796298612
bug 5 201.9284490740625
bug 5 508.5451041666319
bug 1 118.56337962961805
bug 2 643.0562847222106
task 2 537.752754629618
bug 3 95.0878935184838
bug 3 2.2119328704050925
bug 3 47.69929398145833
improvement 3 10.927685185150462
bug 3 0.1677199074189815
bug 3 0.024652777777777777
question 3 0.05542824074074074
bug 3 0.0021180555555555558
bug 3 0.7966550926041666
bug 3 0.3435416666666667
newfeature 3 1.854710648171296
newfeature 3 20.733113425925925
bug 3 16.28269675929398
improvement 3 0.006319444444444444
bug 3 3.17928240744213
bug 3 15.200393518530092
improvement 3 36.97475694446759
bug 3 1.6023379629745371
improvement 3 13.132442129618056
improvement 3 0.1000925925925926
bug 3 45.3672222221875
bug 3 14.592268518530092
bug 3 29.098587962974534
bug 3 22.296608796307872
bug 3 40.44171296293982
improvement 3 0.0038310185185185183
improvement 3 0.021863425925925925
bug 3 7.170520833333334
bug 3 0.9935416666782406
bug 3 3.530706018553241
improvement 3 9.814664351805556
bug 3 4.9832407407175925
bug 3 40.664189814803244
bug 3 49.75179398149306
bug 3 58.69736111114583
bug 3 34.26663194443287
bug 3 0.2315509259375
improvement 3 0.014814814814814815
bug 3 36.6918055555787
bug 3 42.01939814814815
newfeature 3 10.091458333368056
improvement 3 25.04858796300926
improvement 3 0.011597222222222222
improvement 3 20.94763888888889
bug 3 0.2918634259259259
bug 3 7.788726851863426
bug 3 41.03325231480324
bug 3 20.276365740729165
bug 3 63.34524305555556
improvement 3 1.855324074097222
bug 3 0.0003935185185185185
bug 3 17.725694444490742
bug 3 5.984872685173611
bug 3 17.692210648113427
improvement 3 40.043703703680556
bug 3 0.06150462962962963
bug 3 6.007928240729167
improvement 3 67.10480324070602
improvement 3 48.905335648148146
bug 3 21.172939814814814
question 3 56.18800925925926
bug 3 23.986631944479168
bug 3 34.00620370369213
bug 3 34.78659722222222
bug 3 56.16142361111111
bug 3 55.62255787037037
improvement 3 122.04552083336806
improvement 3 48.08559027776621
bug 3 132.00714120369213
newfeature 3 133.67746527777777
bug 3 252.91503472223377
improvement 3 126.52587962962963
improvement 3 74.14309027774306
newfeature 3 135.45393518520834
newfeature 3 136.08917824070602
bug 3 138.65098379627315
improvement 3 131.8940277777662
bug 3 166.6168518518287
improvement 3 200.31758101849536
improvement 3 329.6512847222222
improvement 3 208.76619212961808
bug 3 219.7891550926273
improvement 3 259.2524652777778
bug 3 271.8860879629514
bug 3 314.86450231481484
improvement 3 271.76403935190973
improvement 3 307.2517592592477
improvement 3 371.3048611111111
newfeature 3 394.7657175926157
improvement 3 392.3032060185185
newfeature 3 447.78672453703706
bug 3 453.159548611088
bug 3 456.9695601852083
bug 3 407.195381944375
task 3 593.6373032407292
newfeature 3 469.59510416666666
newfeature 3 509.45528935182875
bug 4 157.29172453708333
improvement 4 0.0030324074074074073
bug 4 10.962060185150463
bug 4 79.41836805559028
bug 4 0.2851273148148148
improvement 4 1.0954282407523148
improvement 4 14.794791666678242
improvement 4 12.810775462951389
bug 4 6.179004629618055
bug 4 39.748819444421294
question 4 0.011550925925925926
improvement 4 5.020613425902778
bug 4 49.7762384259375
bug 4 0.7093171296412037
improvement 4 2.0430324074305553
bug 4 3.447384259293982
improvement 4 96.26535879627315
bug 4 123.43576388893517
improvement 4 107.62329861113426
improvement 4 178.14396990744214
bug 4 81.65855324070603
bug 4 122.13140046291667
newfeature 4 191.92910879633104
improvement 4 167.32524305554398
newfeature 4 289.1411921296528
newfeature 4 460.40798611109955
improvement 4 485.9776504629977
improvement 5 0.49607638890046296
bug 5 37.73414351847222
improvement 5 0.03951388888888889
improvement 5 43.04399305556713
improvement 5 6.726782407407407
improvement 5 90.18076388887731
improvement 5 415.9902199073611
bug 1 6.143310185173611
bug 2 7.3072337962962965
bug 2 15.500462962986111
bug 2 0.054328703703703705
bug 3 0.7350462962962963
bug 3 0.007083333333333333
improvement 3 2.866550925960648
bug 3 15.959560185208334
bug 3 47.424050925902776
improvement 3 25.89894675923611
improvement 3 5.98319444443287
bug 3 13.189502314814815
bug 3 7.407673611111111
improvement 3 21.029224537037038
bug 3 1.0146064814930555
improvement 3 0.00125
bug 3 1.0050810185300925
bug 3 3.750844907372685
improvement 3 5.539398148125
bug 3 4.0434953703356475
bug 3 0.11347222222222222
improvement 3 1.0470138888194445
improvement 3 0.00032407407407407406
bug 3 10.111354166701389
bug 3 3.089317129664352
bug 3 13.953888888888889
bug 3 13.43173611111111
bug 3 17.003981481516202
bug 3 0.1142824074074074
improvement 3 3.3166550925462968
improvement 3 5.090127314791666
bug 3 13.323796296284723
bug 3 30.923680555590277
bug 3 33.984062499988426
newfeature 3 45.993518518483796
bug 3 55.95439814814815
bug 3 73.09219907410879
bug 3 117.95174768517361
bug 3 54.71115740738426
improvement 3 71.78898148149305
bug 3 96.80834490739583
bug 3 122.1256828704051
newfeature 3 31.95532407412037
bug 3 69.2803125
bug 3 42.22517361111111
bug 3 43.57930555548611
task 3 26.779537037025467
bug 3 26.94874999998843
newfeature 3 48.13675925924769
improvement 3 55.41355324074074
bug 3 59.939525462928245
improvement 3 65.11766203706019
bug 3 223.86996527777777
bug 3 208.94417824072917
bug 3 271.9399074073959
newfeature 3 321.91840277777777
bug 3 340.1167824073727
bug 3 291.6462962962616
improvement 3 389.30766203708333
bug 3 450.309826388912
bug 4 9.108414351875
bug 4 5.725821759247685
bug 4 24.345011574027776
bug 4 2.908148148101852
improvement 4 69.13695601850694
bug 4 119.51318287037037
improvement 4 214.93928240738424
improvement 4 176.2134953703125
improvement 4 181.8635763888889
improvement 4 447.24491898146994
bug 5 6.639918981469907
bug 5 349.76902777777775
bug 5 415.2352777778009
bug 1 0.961875000011574
bug 2 237.27435185185186
bug 3 1.0588194444560184
bug 3 10.523553240775463
bug 3 14.449340277777777
bug 3 0.8934722222222222
improvement 3 41.861608796296295
improvement 3 3.395624999953704
improvement 3 2.9651157406944444
bug 3 0.49472222222222223
bug 3 0.009583333333333333
bug 3 0.013287037037037036
bug 3 0.15333333333333332
bug 3 0.7620717592708333
bug 3 0.6769791666782408
improvement 3 0.0025810185185185185
bug 3 39.166840277743056
task 3 62.687777777777775
bug 4 0.0019212962962962964
bug 4 5.872175925914352
bug 4 281.90121527780093
improvement 5 0.121875
bug 3 0.06641203703703703
bug 3 4.3378472221874995
bug 3 11.999282407384259
improvement 3 1.918275462986111
bug 3 3.9999189815277774
bug 3 5.533969907384259
bug 3 2.9595254629976853
bug 3 0.12891203704861112
improvement 3 0.871087962974537
improvement 3 0.05060185185185185
bug 3 126.37592592593751
bug 4 3.0149421295833334
bug 5 0.790462962974537
bug 3 19.285115740729168
bug 3 32.16703703708333
bug 3 0.0023148148148148147
bug 3 1.4150231481597222
bug 3 22.979282407430556
bug 4 7.114965277777777
bug 3 4.419733796261574
bug 3 23.504085648171298
improvement 3 77.00869212962964
improvement 3 622.7127662036921
bug 4 166.8876851851736
bug 1 0.24598379630787037
bug 2 2.5284027778125
bug 2 62.74107638888889
bug 2 2.355636574108796
bug 2 0.46269675925925924
bug 3 4.275844907372685
bug 3 9.022199074097223
bug 3 8.000173611122685
bug 3 8.862430555578705
bug 3 10.501446759305557
bug 3 13.90494212962963
improvement 3 4.042037037083333
bug 3 10.888124999965278
bug 3 0.025810185185185186
bug 3 19.307569444502317
bug 3 3.822326388935185
bug 3 9.125439814837963
bug 3 14.122476851851852
bug 3 26.124837962939814
bug 3 34.4059953703588
bug 3 7.7699189814814815
bug 3 7.48149305556713
bug 3 0.0003935185185185185
bug 3 5.358611111099537
bug 3 24.165347222256944
bug 4 12.392361111099538
bug 2 0.8231365740856481
bug 2 0.11650462962962962
bug 3 1.4863888889120371
bug 3 6.814409722222222
bug 3 0.030520833333333334
bug 3 0.006377314814814815
bug 3 0.030914351851851853
bug 3 0.0328125
bug 3 3.116168981446759
bug 3 1.8765046296527776
bug 3 47.9340740740625
bug 3 0.5310300926041667
improvement 3 6.0813541666550925
bug 3 1.8420949074305555
bug 3 0.028310185185185185
bug 3 12.080729166643518
bug 3 24.174247685138887
improvement 3 0.5120023148263889
bug 3 0.8845486111226851
bug 3 0.1670023148148148
task 3 5.6725115740625
bug 3 1.5182291666898147
bug 3 66.64232638884259
bug 3 0.08722222222222223
bug 3 0.025810185185185186
bug 3 62.031817129618055
bug 3 38.47282407410879
improvement 3 64.22320601853009
bug 3 36.94481481483796
bug 3 103.92511574072917
bug 4 38.08947916670139
improvement 5 0.005636574074074074
bug 2 18.13265046292824
bug 3 0.9403587963078703
bug 3 7.777245370381944
bug 3 40.973055555543986
bug 3 23.58515046298611
bug 3 23.58137731483796
bug 3 11.702314814791666
bug 3 3.9489120370023145
bug 3 34.00508101850695
bug 3 1.082500000011574
bug 3 0.14923611111111112
bug 3 0.17899305555555556
bug 3 1.9759837963194442
bug 3 0.00042824074074074075
bug 3 0.0028125
bug 3 22.094513888819446
bug 3 0.0022916666666666667
bug 3 17.345740740787036
bug 3 5.071249999976851
improvement 3 1.2257986111342594
bug 3 5.011793981458333
bug 3 53.94729166664352
bug 3 0.03755787037037037
bug 3 139.95622685185185
bug 3 68.67238425924768
bug 3 22.877233796319445
bug 4 31.01319444439815
improvement 4 11.245821759236112
bug 4 195.72987268517363
improvement 4 273.3662384259259
bug 2 0.0014699074074074074
bug 2 6.0681365740625
bug 3 0.17847222222222223
bug 3 4.8606018518287035
bug 3 0.0006712962962962962
bug 3 14.01494212962963
bug 3 42.59972222222222
bug 3 58.300625000023146
bug 3 171.12336805560184
bug 2 12.837129629618055
bug 2 3.9209722221875
bug 2 26.22447916664352
bug 2 0.36241898149305557
bug 3 0.0003125
bug 3 1.5974074074189815
bug 3 2.563819444386574
bug 3 0.17597222222222222
bug 3 23.268750000023147
bug 3 28.10040509259259
bug 3 3.0428356481018524
bug 3 0.13962962962962963
bug 3 14.626678240752314
bug 3 55.07586805554398
bug 3 36.25383101853009
bug 3 121.08284722224538
bug 3 120.79978009261575
bug 3 22.065798611122684
bug 3 21.927557870381946
bug 3 58.945752314849535
bug 3 62.821469907407405
bug 3 341.75557870369215
bug 3 666.4509837963194
bug 3 0.46677083333333336
bug 3 0.12328703703703704
improvement 3 0.44149305556712964
bug 4 19.349212962939816
bug 4 22.36533564815972
bug 3 34.837152777777774
improvement 3 0.006319444444444444
bug 3 34.575798611099536
bug 3 44.02822916668981
bug 3 42.35832175925926
bug 3 86.10013888891203
bug 3 1.746724537060185
bug 3 133.36965277778936
bug 3 1.866886574097222
improvement 3 238.3479861111111
bug 3 194.68335648145833
bug 3 6.355266203703704
bug 3 0.8093402777893518
improvement 4 14.135798611111111
bug 3 17.979340277743056
bug 3 0.3061111111111111
bug 3 2.7893402778125
bug 3 131.89511574072915
bug 3 8.841956018541667
improvement 3 105.75758101853009
bug 3 442.54438657408565
bug 3 421.24969907408564
bug 3 7.802638888900463
bug 3 0.9591435185300925
bug 3 17.991215277743056
bug 3 158.84137731479166
bug 3 4.845682870347222
bug 3 13.01339120369213
bug 3 0.8713425926041666
bug 3 4.80789351849537
bug 3 0.06313657407407407
bug 3 0.26814814814814814
improvement 3 0.0006134259259259259
